313,Darkness at Noon,Arthur Koestler,1940
314,Stories of Guy de Maupassant,Guy de Maupassant,1880
315,The Man of Property,John Galsworthy,1906
316,In Chancery,John Galsworthy,1920
317,To Let,John Galsworthy,1921
318,Awakening,John Galsworthy,1920
319,Indian Summer of a Forsyte,John Galsworthy,1918
320,Call It Sleep,Henry Roth,1934
321,Go Tell it on the Mountain ,James Baldwin,1953
322,Naked Lunch,William S. Burroughs,1959
323,The Horse and His Boy: The Chronicles of Narnia,C. S. Lewis,1954
324,Prince Caspian: The Return to Narnia,C. S. Lewis,1951
325,The Voyage of the Dawn Treader: The Chronicles of Narnia,C. S. Lewis,1952
326,The Silver Chair: The Chronicles of Narnia,C. S. Lewis,1953
327,The Magician's Nephew,"C. S. Lewis, Clive Staples Lewis",1955
328,The Last Battle: The Chronicles of Narnia,C. S. Lewis,1956
329,Lysistrata,Aristophanes,-411
330,Watership Down,Richard Adams,1972
331,Tropic of Cancer ,Henry Miller,1934
332,Infinite Jest ,David Foster Wallace,1996
333,A Handful of Dust ,Evelyn Waugh,1934
334,Schindler's List,Thomas Keneally,1982
335,The Complete Poetry and Prose of William Blake,William Blake,1827
336,Nausea,Jean Paul Sartre,1938
337,Bouvard et Pécuchet,Gustave Flaubert,1881
338,The War of the End of the World,Mario Vargas Llosa,1981
339,Finnegans Wake,James Joyce,1939
340,A Wrinkle In Time,Madeleine L'Engle,1962
341,The Woman in White,Wilkie Collins,1859
342,Where the Wild Things Are,Maurice Sendak,1963
343,Bartleby the Scrivener,Herman Melville,1853
344,The Name of the Rose,Umberto Eco,1980
345,Loving,Henry Green,1945
346,Maldoror (Les Chants de Maldoror),Comte de Lautréamont,1869
347,Half of a Yellow Sun,Chimamanda Ngozi Adichie,2007
348,A Suitable Boy,Vikram Seth,1994
349,Regeneration,Pat Barker,1991
350,The Rainbow,D. H. Lawrence,1915
351,Kristin Lavransdatter,Sigrid Undset,1920
352,The Duino Elegies,Rainer Maria Rilke,1923
353,The Wonderful Wizard of Oz,L. Frank Baum,1900
354,Household Tales,Brothers Grimm,1812
355,Collected Poems of Dylan Thomas,Dylan Thomas,1952
356,The Devil to Pay in the Backlands,Joao Guimaraes Rosa,1956
357,Cold Comfort Farm,Stella Gibbons,1932
358,Complete Poems,Elizabeth Bishop,1979
359,Death in Venice,Thomas Mann,1912
360,Oblomov,Ivan Goncharov,1859
361,The Death of Ivan Ilyich,Leo Tolstoy,1886
362,The English Patient,Michael Ondaatje,1992
363,The Mayor of Casterbridge,Thomas Hardy,1886
364,Crash: A Novel,J. G. Ballard,1973
365,Money ,Martin Amis,1984
366,Breakfast at Tiffany's,Truman Capote,1958
367,Journey to the West,Wu Cheng'en,1592
368,The Talented Mr. Ripley,Patricia Highsmith,1950
369,The Lover,Marguerite Duras,1984
370,The Adventures of Oliver Twist,Charles Dickens,1837
371,The Joy Luck Club,Amy Tan,1989
372,The Birds,Aristophanes,-414
373,Three Sisters,Anton Chekhov,1901
374,Man's Fate,Andre Malraux,1934
375,The Godfather,Mario Puzo,1969
376,The Hunchback of Notre-Dame,Victor Hugo,1831
377,Labyrinths,Jorge Luis Borges,1962
378,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1962
379,Foundation,Isaac Asimov,1951
380,The Posthumous Memoirs of Bras Cubas,Machado de Assis,1881
381,Way of All Flesh,Samuel Butler,1903
382,The Old Wives' Tale,Arnold Bennett,1908
383,Ferdydurke,Witold Gombrowicz,1937
384,A Visit From The Goon Squad,Jennifer Egan,2010
385,Wings of the Dove,Henry James,1902
386,The Book Thief,Markus Zusak,2005
387,The Clouds,Aristophanes,-423
388,The Tale of Peter Rabbit,Beatrix Potter,1902
389,The Tartar Steppe,Dino Buzzati,1940
390,Notes from the Underground,Fyodor Dostoyevsky,1864
391,Bastard Out of Carolina,Dorothy Allison,1993
392,NW: A Novel,Zadie Smith,2012
393,Giovanni's Room,James Baldwin,1956
394,Gypsy Ballads,Federico García Lorca,1928
395,A Bend in the River,V. S. Naipaul,1979
396,Snow Falling on Cedars,David Guterson,1994
397,Ivanhoe,Walter Scott,1820
398,Dream of the Red Chamber,Cao Xueqin,1791
399,The Things They Carried,Tim O'Brien,1990
400,Neuromancer ,William Gibson,1984
401,The Thorn Birds,Colleen McCullough,1977
402,Pilgrim's Progress ,John Bunyan,1678
403,Collected Poems of T.S. Eliot,T. S. Eliot,1936
404,Life of Pi,Yann Martel,2001
405,Watchmen ,"Alan Moore, Dave Gibbons",1986
406,Le Morte d'Arthur,Thomas Malory,1485
407,Anniversaries,Uwe Johnson,1970
408,Love Medicine,Louise Erdrich,1984
409,The Last of the Mohicans,James Fenimore Cooper,1826
410,Poems of W. H. Auden,W. H. Auden,1930
411,Thérèse Raquin,Emile Zola,1867
412,Ragtime,E. L. Doctorow,1975
413,His Dark Materials,Philip Pullman,1995
414,The Radetzky March,Joseph Roth,1932
415,Germinal,Émile Zola,1885
416,Uncle Tom's Cabin,Harriet Beecher Stowe,1852
417,"Winesburg, Ohio",Sherwood Anderson,1919
418,The Sorrows of Young Werther,Johann Wolfgang von Goethe,1774
419,The Last Chronicle of Barset,Anthony Trollope,1867
420,Corelli's Mandolin,Louis de Bernières,1993
421,The Bacchae,Euripides,-405
422,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968
423,The Betrothed,Alessandro Manzoni,1842
424,A Hero of Our Time,Mikhail Lermontov,1840
425,The Moon and the Bonfires,Cesare Pavese,1949
426,We,Yevgeny Zamyatin,1921
427,The Unnamable,Samuel Beckett,1953
428,Sophie's Choice,William Styron,1979
429,The Day of the Locust ,Nathanael West,1939
430,The Custom of the Country,Edith Wharton,1913
431,The Stories of Raymond Carver,Raymond Carver,1988
432,Cat's Cradle,Kurt Vonnegut,1963
433,The Bean Trees,Barbara Kingsolver,1988
434,"Carry On, Jeeves",P. G. Wodehouse,1925
435,Satanic Verses,Salman Rushdie,1988
436,The Cherry Orchard,Anton Chekhov,1904
437,The Phantom Tollbooth,Norton Juster,
438,The Razor's Edge,W. Somerset Maugham,1944
439,And Then There Were None,Agatha Christie,1939
440,The Naked Dead,Norman Mailer,1948
441,New Grub Street: A Novel,George Gissing,1891
442,The Alchemist,Paulo Coelho,1988
443,The Poems of John Keats,John Keats,1821
444,Invisible Cities,Italo Calvino,1972
445,Phèdre,Jean Racine,1677
446,Rubaiyat of Omar Khayyam,Edward FitzGerald,1859
447,Silas Marner,George Eliot,1861
448,The Way We Live Now,Anthony Trollope,1875
449,Cold Mountain,Charles Frazier,1997
450,Six Characters in Search of an Author,Luigi Pirandello,1921
451,The Savage Detectives,Roberto Bolaño,1998
452,The Temple of the Golden Pavilion,Yukio Mishima,1956
453,The Secret Agent,Joseph Conrad,1907
454,"Life, a User's Manual",Georges Perec,1978
455,The Alexandria Quartet ,Lawrence Durrell,1957
456,A Fine Balance,Rohinton Mistry,1995
457,A Good Man Is Hard to Find,Flannery O'Connor,1955
458,Under the Net ,Iris Murdoch,1954
459,The Nibelungenlied,Anonymous,1200
460,Mourning Becomes Electra,Eugene O'Neill,1931
461,The French Lieutenant's Woman ,John Fowles,1969
462,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,2001
463,Scoop,Evelyn Waugh,1938
464,In Our Time,Ernest Hemingway,1925
465,The Lusiad,Luís Vaz Camões,1572
466,Sister Carrie,Theodore Dreiser,1900
467,Suite Française,Irène Némirovsky,2004
468,Barchester Towers,Anthony Trollope,1857
469,Waiting for the Barbarians,J M Coetzee,1980
470,The Quiet American ,Graham Greene,1955
471,Cider with Rosie,Laurie Lee,1959
472,The Collected Stories of Eudora Welty,Eudora Welty,1982
473,London Fields,Martin Amis,1989
474,The White Tiger,Aravind Adiga,2008
475,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,1798
476,The Awakening,Kate Chopin,1899
477,The Shining,Stephen King,1977
478,Dom Casmurro,Machado de Assis,1899
479,Some Prefer Nettles,Junichiro Tanizaki,1929
480,The Human Stain,Philip Roth,2000
481,Nights At The Circus,Angela Carter,1984
482,The Death of the Heart ,Elizabeth Bowen,1938
483,Songs of Innocence and Experience,William Blake,1789
484,Underworld,Don DeLillo,1997
485,The Hour of the Star,Clarice Lispector,1977
486,American Psycho,Bret Easton Ellis,1991
487,The Stone Diaries,Carol Shields,1993
488,The Giver,Lois Lowry,1993
489,The Magus,John Fowles,1966
490,I'm Not Stiller,Max Frisch,1957
491,Jazz,Toni Morrison,1992
492,Arrowsmith,Sinclair Lewis,1925
493,The Breakfast of Champions,Kurt Vonnegut,1973
494,Othello,William Shakespeare,1603
495,Americanah,Chimamanda Ngozi Adichie,2013
496,Riddle of the Sands,Erskine Childers,1903
497,Birdsong,Sebastian Faulks,1993
498,Babbitt,Sinclair Lewis,1922
499,A Midsummer Night's Dream ,William Shakespeare,1596
500,The Blind Assassin,Margaret Atwood,2000
501,Hopscotch,Julio Cortázar,1963
502,Gone Girl,Gillian Flynn,2012
503,The Wasp Factory: A Novel,Iain Banks,1984
504,Bonjour Tristesse,Francoise Sagan,1954
505,Perfume,Patrick Suskind,1985
506,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,1910
507,Casino Royale,Ian Fleming,1953
508,The Namesake,Jhumpa Lahiri,2003
509,The Crying of Lot 49 ,Thomas Pynchon,1966
510,The Day of the Triffids,John Wyndham,1951
511,Franny and Zooey,J. D. Salinger,1961
512,The Adventures of Tom Sawyer,Mark Twain,1876
513,Sometimes a Great Notion,Ken Kesey,1964
514,The Heart of the Matter ,Graham Greene,1948
515,Home,Marilynne Robinson,2008
516,Cyrano de Bergerac,Edmond Rostand,1897
517,The Kite Runner,Khaled Hosseini,2003
518,Jesus' Son,Denis Johnson,1999
519,Trojan Women,Euripides,-415
520,The Postman Always Rings Twice,James M. Cain,1934
521,The Hunger Games,Suzanne Collins,2008
522,The Sonnets,William Shakespeare,1609
523,A Game of Thrones,George R. R. Martin,1996
524,A Thousand Acres,Jane Smiley,1992
525,Oscar and Lucinda,Peter Carey,1988
526,The Makioka Sisters,Junichiro Tanizaki,1948
527,The Prelude,William Wordsworth,1850
528,The Sleepwalkers,Hermann Broch,1931
529,Memoirs of a Geisha,Arthur Golden,1997
530,The Hours,Michael Cunningham,1998
531,Pygmalion,Bernard Shaw,1912
532,The Inheritance of Loss,Kiran Desai,2006
533,Blindness,José Saramago,1998
534,The Moonstone,Wilkie Collins,1868
535,Billy Lynn's Long Halftime Walk: A Novel,Ben Fountain,2012
536,The Collected Stories of William Faulkner,William Faulkner,1950
537,The Code of the Woosters,P. G. Wodehouse,1938
538,Death Comes for the Archbishop,Willa Cather,1927
539,The Odes,Horace,-23
540,Small Island,Andrea Levy,2004
541,Hippolytus,Euripides,-428
542,Oranges are not the only Fruit,Jeanette Winterson,1985
543,Wise Blood,Flannery O'Connor,1952
544,Life & Times of Michael K,J M Coetzee,1983
545,Don Juan: A Poem,Lord Byron,1819
546,Voss,Patrick White,1957
547,World's End,T. C. Boyle,1987
548,The Turn of the Screw,Henry James,1898
549,Story of the Eye,Georges Bataille,1928
550,The Diary of a Nobody,"George Grossmith, Weedon Grossmith",1892
551,The Thirty-Nine Steps,John Buchan,1915
552,The Power and the Glory,Graham Greene,1940
553,A Separate Peace,John Knowles,1959
554,Poems by Machado,Antonio Machado,1917
555,Andersonville,MacKinlay Kantor,1955
556,Miss Lonelyhearts ,Nathanael West,1933
557,A Death in the Family ,James Agee,1957
558,The House of the Seven Gables,Nathaniel Hawthorne,1851
559,Celestina,Fernando de Rojas,1499
560,Eugene Onegin,Alexander Pushkin,1825
561,Hedda Gabler,Henrik Ibsen,1891
562,Poet in New York,Federico García Lorca,1929
563,The Sot-Weed Factor ,John Barth,1960
564,Revolutionary Road,Richard Yates,1961
565,Amongst Women,John McGahern,1990
566,Bridget Jones's Diary,Helen Fielding,1996
567,V,Thomas Pynchon,1963
568,The Siege of Krishnapur,J. G. Farrell,1973
569,The New York Trilogy,Paul Auster,1987
570,Goodbye to Berlin,Christopher Isherwood,1939
571,The Optimist's Daughter,Eudora Welty,1972
572,The Man with the Golden Arm,Nelson Algren,1949
573,Them,Joyce Carol Oates,1969
574,Murphy,Samuel Beckett,1938
575,"Tinker, Tailor, Soldier, Spy",John le Carré,1974
576,Blood and Guts in High School,Kathy Acker,1984
577,Los Siete Locos,Roberto Arlt,1929
578,The Poetry of Luis Cernuda,Luis Cernuda,1963
579,Correction,Thomas Bernhard,1979
580,The Feast of the Goat: A Novel,Mario Vargas Llosa,2000
581,Lonesome Dove,Larry McMurtry,1985
582,Cathedral,Raymond Carver,1984
583,Froth on the daydream,Boris Vian,1947
584,The Glass Bead Game,Hermann Hesse,1943
585,The Death of Artemio Cruz,Carlos Fuentes,1962
586,Birds of America,Lorrie Moore,1998
587,An Artist of the Floating World ,Kazuo Ishiguro,1986
588,The Spy Who Came in From the Cold ,John le Carré,1963
589,The Murder of Roger Ackroyd,Agatha Christie,1926
590,"If I Forget Thee, Jerusalem",William Faulkner,1939
591,The Recognitions ,William Gaddis,1955
592,Pricksongs and Descants,Robert Coover,1969
593,The Book of Laughter and Forgetting ,Milan Kundera,1979
594,Play It As It Lays ,Joan Didion,1970
595,Poems of Federico García Lorca,Federico García Lorca,1941
596,Noughts and Crosses,Malorie Blackman,2001
597,Aesop's Fables,Aesop,-560
